ID Sk,Word Sk,Frequency Sk,Type Sk,Page Sk,ID Cz,Word G Cz,Page G Cz,Word N Cz,Frequency Cz,Page Cz,Comment
13,skalica,2,6,106,217,skalice,190,skalice,1,25,
,Škandinávia,1,6,136,592,Skandinávie,199,Skandinávie,4,28,
,skepsa,2,5,207,668,skepse,203,skepse,8,30,
,sklenica,1,6,108,247,sklenice,191,sklenice,3,25,
,,,,,828,sklizně,210,sklizeň,83,104,
,sklovitosť,1,8,545,1235,sklovitosti,239,sklovitost,2,122,
,škodlivosť,1,8,547,1259,škodlivosti,239,škodlivost,5,122,
,,,,,260,školnice,191,školnice,1,25,
66,škorica,4,6,110,,skořice,,skořice,1,,
302,skriňa,12,6,201,797,skříně,209,skříň,17,104,
627,skromnosť,6,8,539,1106,skromnosti,237,skromnost,3,121,
342,skrýša,2,6,208,,skrýše,,skrýše,1,,
602,skúsenosť,103,8,536,1053,zkušenosti,237,zkušenost,225,120,
586,skutočnosť,237,8,534,1004,skutečnosti,236,skutečnost,293,120,
506,slabosť,29,8,528,906,slabosti,235,slabost,7,119,
520,sladkosť,9,8,529,917,sladkosti,235,sladkost,1,119,
396,šľapaj,4,7,290,,šlépěje,,šlépěj,1,,
396,šľapaj,4,7,290,,šlépěje,,šlépěje,1,,
491,slasť,5,8,527,,slasti,,slast,1,119,
,,,,,590,Slávie,198,Slávie,10,28,
664,slávnosť,22,8,543,1183,slavnosti,238,slavnost,19,122,
,,,,,964,sledovanosti,236,sledovanost,5,119,
,slepica,1,6,110,296,slepice,191,slepice,6,25,
87,slivovica,2,6,111,,slivovice,,slivovice,1,,
27,slnečnica,12,6,107,,slunečnice,,slunečnice,1,25,
429,slobodáreň,6,7,357,,,,,0,,
,slobodymilovnosť,1,8,543,1200,svobodymilovnosti,238,svobodymilovnost,1,122,
,slovesnosť,1,8,541,1150,slovesnosti,238,slovesnost,7,121,
,slušnosť,1,8,541,1154,slušnosti,238,slušnost,2,121,
545,smelosť,5,8,530,,smělosti,,smělost,1,,
47,smernica,10,6,109,268,směrnice,191,směrnice,75,25,
480,smeť,13,8,502,,smeti,,smeť,1,,
732,smršť,3,8,549,,smršti,,smršť,1,123,
485,smrť,180,8,527,887,smrti,235,smrt,27,118,
,,,,,258,smrtelnice,191,smrtelnice,1,25,
,,,,,1097,smysluplnosti,237,smysluplnost,2,121,
321,snemovňa,3,6,202,,sněmovny,,sněmovna,10,12,
481,sneť,4,8,502,,sneti,,sněť,1,,
,,,,,783,snídaně,208,snídaně,5,31,
,,,,,846,Soběslavě,212,Soběslav,1,124,
,socializácia,1,6,122,152,socializace,189,socializace,59,24,
,sociológia,1,6,128,470,sociologie,197,sociologie,112,27,
204,Sofia,2,6,128,454,Sofie,197,Sofie,7,27,
407,soľ,56,8,319,869,soli,229,sůl,35,99,
,sondáž,1,7,724,732,sondáže,204,sondáž,5,163,
,,,,,837,souvratě,210,souvrať,1,123,
307,spálňa,9,6,201,,,,,0,,
,špecializácia,1,6,122,151,specializace,189,specializace,37,24,
517,špecifickosť,3,8,529,,,,,0,,
,špecifičnosť,1,8,533,1010,specifičnosti,236,specifičnost,8,120,
,špecifikácia,1,6,118,16,specifikace,187,specifikace,3,23,
119,špekulácia,3,6,119,,spekulace,,spekulace,4,23,
61,špica,3,6,110,298,špice,191,špice,5,25,
,špinavosť,1,8,546,1248,špinavosti,239,špinavost,2,122,
479,spleť,3,8,502,,spleti,,spleť,3,123,
684,spojitosť,2,8,545,1228,spojitosti,239,spojitost,22,122,
612,spokojnosť,12,8,537,1049,spokojenosti,237,spokojenost,9,120,
,spoľahlivosť,1,8,547,1261,spolehlivosti,239,spolehlivost,13,122,
,spoločenskosť,1,8,530,923,společenskosti,235,společenskost,2,119,
584,spoločnosť,14,8,533,999,společnosti,236,společnost,512,120,
3,spolupráca,20,6,106,201,spolupráce,190,spolupráce,193,24,
,spoluúčasť,1,8,527,890,spoluúčasti,235,spoluúčast,3,119,
,spontánnosť,1,8,539,1111,spontánnosti,237,spontánnost,2,121,
,spôsobilosť,1,8,530,939,způsobilosti,236,způsobilost,7,119,
377,spoveď,2,7,240,,zpovědi,,zpověď,1,,
,,,,,1077,spravedlnosti,237,spravedlnost,7,120,
666,správnosť,9,8,543,1186,správnosti,238,správnost,19,122,
710,spravodlivosť,26,8,547,,,,,0,,
327,sprievodkyňa,4,6,203,,,,,0,,
695,sprostosť,3,8,545,,sprostosti,,sprostost,1,,
579,srdečnosť,2,8,533,,srdečnosti,,srdečnost,1,,
728,srsť,4,8,549,1291,srsti,239,srst,5,123,
,stabilizácia,1,6,122,171,stabilizace,189,stabilizace,5,24,
124,stagnácia,2,6,119,65,stagnace,188,stagnace,4,23,
305,stajňa,15,6,201,604,stáje,199,stáj,8,90,
15,stálica,4,6,106,,stálice,,stálice,1,,
22,stanica,97,6,107,225,stanice,191,stanice,94,25,
679,starosť,48,8,544,1222,starosti,239,starost,41,122,
714,starostlivosť,25,8,547,1268,starostlivosti,239,starostlivost,1,122,
,starožitnosť,1,8,542,1165,starožitnosti,238,starožitnost,3,121,
585,statočnosť,6,8,534,1002,statečnosti,236,statečnost,3,120,
24,stavebnica,2,6,107,230,stavebnice,191,stavebnice,12,25,
,stáž,1,7,725,747,stáže,205,stáž,4,163,
,,,,,1271,stažlivosti,239,stažlivost,2,122,
,sťažnosť,1,8,544,1216,stížnosti,239,stížnost,12,122,
,stenografia,1,6,127,447,stenografie,197,stenografie,1,27,
51,Štiavnica,2,6,109,,,,,0,,
71,štica,4,6,110,,,,,0,,
,stimulácia,1,6,119,49,stimulace,188,stimulace,13,23,
,stolica,1,6,107,221,stolice,190,stolice,3,25,
416,stráň,17,7,356,,stráně,,stráň,3,104,
,straníckosť,1,8,529,916,stranickosti,235,stranickost,4,119,
,strasť,1,8,527,895,strasti,235,strast,3,119,
,stratégia,1,6,128,458,strategie,197,strategie,8,27,
,stratifikácia,1,6,118,23,stratifikace,187,stratifikace,3,23,
747,stráž,22,7,725,738,stráže,204,stráž,11,163,
,striezlivosť,1,8,547,1269,střízlivosti,239,střízlivost,1,122,
,strmosť,1,8,530,955,strmosti,236,strmost,22,119,
430,strojáreň,4,7,357,,strojírny,,strojírna,9,11,
,stropnica,1,6,108,264,stropnice,191,stropnice,4,25,
,,,,,106,strukturace,188,strukturace,3,23,
202,štúdia,5,6,127,438,studie,197,studie,48,27,
299,studňa,36,6,201,,studny,,studna,20,9,
398,stupaj,2,7,290,,,,,0,,
,stupnica,1,6,108,265,stupnice,191,stupnice,10,25,
486,štvrť,13,7,527,841,čtvrtě,211,čtvrť,42,123,multiple G
486,štvrť,13,7,527,888,čtvrti,235,čtvrť,42,123,multiple G
486,štvrť,13,7,527,841,čtvrtě,211,čtvrt,21,118,multiple G
486,štvrť,13,7,527,888,čtvrti,235,čtvrt,21,118,multiple G
146,štylizácia,3,6,123,,stylizace,,stylizace,1,24,
,subjektivizácia,1,6,124,198,subjektivizace,189,subjektivizace,2,24,
,substancia,1,6,125,372,substance,193,substance,13,26,
646,súčasnosť,15,8,541,1145,současnosti,238,současnost,36,121,
489,súčasť,21,8,527,897,součásti,235,součást,156,119,
,suchosť,1,8,528,912,suchosti,235,suchost,2,119,
,súčinnosť,1,8,539,1119,součinnosti,238,součinnost,9,121,
,sudica,1,6,106,213,sudice,190,sudice,2,25,
,súdnosť,1,8,535,1043,soudnosti,237,soudnost,2,120,
,súdržnosť,1,8,544,1219,soudržnosti,239,soudržnost,8,122,
,sugescia,1,6,126,411,sugesce,195,sugesce,16,27,
306,sukňa,13,6,201,800,sukně,209,sukně,15,33,
39,suknica,3,6,108,,suknice,,suknice,1,,
,súmernosť,1,8,540,1133,souměrnosti,238,souměrnost,10,121,
,,,,,851,supervelmoci,226,supervelmoc,2,20,
,supravodivosť,1,8,547,1255,supravodivosti,239,supravodivost,1,122,
,súradnica,1,6,108,238,souřadnice,191,souřadnice,7,25,
426,sušiareň,2,7,357,,sušárny,,sušárna,11,11,
,,,,,304,Sušice,192,Sušice,7,26,
495,sústrasť,2,8,527,,soustrasti,,soustrast,1,,
,suť,1,7,551,1298,suti,240,suť,2,123,
744,súťaž,23,7,724,756,soutěže,205,soutěž,136,163,
552,súvislosť,102,8,531,946,souvislosti,236,souvislost,119,119,
682,svätosť,2,8,545,,svatosti,,svatost,1,,
330,svätyňa,2,6,203,825,svatyně,210,svatyně,9,35,
685,svedomitosť,2,8,545,,svědomitosti,,svědomitost,2,122,
,svetlosť,1,8,531,947,světlosti,236,světlost,5,119,
,,,,,633,svévole,201,svévole,2,29,
4,svieca,7,6,106,,svíce,,svíce,1,,
725,sviežosť,2,8,549,900,svěžesti,235,svěžest,5,119,
303,sviňa,4,6,201,,svině,,svině,1,,
,,,,,618,svízele,200,svízel,2,98,
,svojpomoc,1,8,232,853,svépomoci,226,svépomoc,3,20,
,svorkovnica,1,6,109,285,svorkovnice,191,svorkovnice,2,25,
233,symfónia,2,6,132,,symfonie,,symfonie,2,28,
253,sympatia,8,6,136,585,sympatie,198,sympatie,15,28,
,symptomatológia,1,6,129,486,symptomatologie,197,symptomatologie,1,28,
,synchrónia,1,6,133,539,synchronie,198,synchronie,4,28,
,syntax,1,7,562,688,syntaxe,203,syntax,21,127,
,systematičnosť,1,8,533,1015,systematičnosti,236,systematičnost,1,120,
,systemizácia,1,6,123,173,systemizace,189,systemizace,5,24,
,systémovosť,1,8,548,1286,systémovosti,239,systémovost,2,123,
,sýtosť,1,8,546,1245,sytosti,239,sytost,1,122,
283,tabuľa,21,6,191,638,tabule,201,tabule,13,29,
294,tácňa,2,6,201,,,,,0,,
,,,,,626,tajle,200,tajle,1,29,
608,tajnosť,7,8,537,,tajnosti,,tajnost,1,,
,tajomnosť,1,8,539,1104,tajemnosti,237,tajemnost,1,121,
26,tanečnica,4,6,107,234,tanečnice,191,tanečnice,3,25,
231,Tanzánia,2,6,132,,Tanzanie,,Tanzanie,1,,
,taxonómia,1,6,131,526,taxonomie,198,taxonomie,8,28,
532,ťažkosť,37,8,530,925,těžkosti,235,těžkost,10,119,
,technológia,1,6,129,480,technologie,197,technologie,49,28,
308,tehelňa,5,6,201,,cihelny,,cihelna,13,11,
81,tekvica,3,6,110,,,,,0,,
,telefonizácia,1,6,123,178,telefonizace,189,telefonizace,2,24,
,telekomunikácia,1,6,118,31,telekomunikace,187,telekomunikace,3,23,
263,televízia,5,6,137,710,televize,204,televize,91,30,
296,telocvičňa,2,6,201,,tělocvičny,,tělocvična,1,,
182,tendencia,30,6,125,378,tendence,194,tendence,92,26,
,tendenčnosť,1,8,533,1021,tendenčnosti,237,tendenčnost,2,120,
,tenzia,1,6,137,717,tenze,204,tenze,12,30,
245,teória,67,6,134,568,teorie,198,teorie,457,28,
,terapia,1,6,133,543,terapie,198,terapie,2,28,
53,terčovnica,2,6,109,,terčovnice,,terčovnice,1,,
212,terminológia,2,6,129,481,terminologie,197,terminologie,11,28,
,tesnosť,1,8,541,1151,těsnosti,238,těsnost,3,121,
,textília,1,6,130,512,textilie,197,textilie,7,28,
,téza,5,5,219,707,teze,204,teze,15,30,
513,tichosť,7,8,528,,tichosti,,tichost,1,,
444,tieseň,3,7,358,,tísně,,tíseň,1,104,
,,,,,787,tkáně,209,tkáň,11,104,
363,tlač,31,7,232,,,,,0,,
,tlačenica,1,6,108,246,tlačenice,191,tlačenice,1,25,
424,tlačiareň,4,7,357,,,,,0,,
,točivosť,1,8,547,1253,točivosti,239,točivost,3,122,
312,tôňa,12,6,202,810,tůně,210,tůně,1,35,
,topografia,1,6,127,450,topografie,197,topografie,1,27,
,topológia,1,6,129,483,topologie,197,topologie,7,28,
,totožnosť,1,8,544,1218,totožnosti,239,totožnost,3,122,
,,,,,796,Toušeně,209,Toušeň,14,104,
440,továreň,41,7,358,,továrny,,továrna,28,11,
153,tradícia,27,6,124,210,tradice,190,tradice,146,25,
,trafostanica,1,6,107,226,trafostanice,191,trafostanice,3,25,
197,tragédia,12,6,126,433,tragédie,197,tragédie,13,27,
,trakcia,1,6,124,334,trakce,193,trakce,10,26,
,tramvaj,1,7,291,602,tramvaje,199,tramvaj,18,90,
,transformácia,1,6,119,62,transformace,188,transformace,28,23,
,transfúzia,1,6,137,729,transfúze,204,transfúze,5,30,
,transmisia,1,6,136,667,transmise,203,transmise,5,30,
,transpirácia,1,6,120,95,transpirace,188,transpirace,6,23,
472,trať,40,7,447,836,tratě,210,trať,42,123,multiple G
472,trať,40,7,447,875,trati,235,trať,42,123,multiple G
,,,,,803,Třeboně,210,Třeboň,5,104,
,trénovanosť,1,8,532,969,trénovanosti,236,trénovanost,1,119,
69,tretica,3,6,110,307,třetice,192,třetice,1,26,
,triangulácia,1,6,119,45,triangulace,188,triangulace,1,23,
208,trilógia,6,6,128,,trilogie,,trilogie,2,27,
,trofej,5,7,291,606,trofeje,199,trofej,6,90,"Retrográdny slovník lists this as 4, though it is 7"
11,trojica,2,6,106,215,trojice,190,trojice,3,25,
715,trpezlivosť,8,8,547,1260,trpělivosti,239,trpělivost,4,122,
525,trpkosť,11,8,530,,trpkosti,,trpkost,1,,
535,trúfalosť,2,8,530,,troufalosti,,troufalost,1,,
458,trýzeň,6,7,358,,trýzně,,trýzeň,1,,
,tučnosť,1,8,534,1025,tučnosti,237,tučnost,1,120,
,tuja,1,6,138,613,túje,199,túje,3,29,
,turbulencia,1,6,125,383,turbulence,194,turbulence,3,26,
461,tvár,427,7,392,650,tváře,202,tvář,38,112,
,tvárnica,1,6,108,266,tvárnice,191,tvárnice,7,25,
640,tvárnosť,3,8,540,,tvárnosti,,tvárnost,1,,
,tvorivosť,1,8,548,1274,tvořivosti,239,tvořivost,9,122,
,tvŕdz,1,7,240,726,tvrze,204,tvrz,15,163,tvrdz=tvŕdz
,tvŕdza,1,6,115,726,tvrze,204,tvrz,15,163,
369,tyč,7,7,236,425,tyče,196,tyč,6,21,
,typizácia,1,6,123,183,typizace,189,typizace,9,24,
,typológia,1,6,129,484,typologie,197,typologie,7,28,
488,účasť,34,8,527,889,účasti,235,účast,108,118,
23,učebnica,3,6,107,229,učebnice,191,učebnice,10,25,
,učenosť,1,8,535,1048,učenosti,237,učenost,3,120,
632,účinnosť,8,8,539,1120,účinnosti,238,účinnost,55,121,
,učnica,1,6,107,235,učnice,191,učnice,1,25,
534,udalosť,63,8,530,934,události,236,událost,78,119,
10,udica,7,6,106,,udice,,udice,1,,
,,,,,1220,údržnosti,239,údržnost,3,122,
662,ukrutnosť,2,8,542,,ukrutnosti,,ukrutnost,1,,
20,ulica,203,6,107,222,ulice,190,ulice,113,25,
,umelkyňa,1,6,203,819,umělkyně,210,umělkyně,6,35,
,úmrtnosť,1,8,542,1172,úmrtnosti,238,úmrtnost,4,121,
,unavenosť,1,8,536,1056,unavenosti,237,unavenost,1,120,
237,únia,2,6,133,542,unie,198,unie,3,28,
,,,,,299,Úpice,192,Úpice,4,25,
620,úplnosť,6,8,538,1098,úplnosti,237,úplnost,14,121,
626,úprimnosť,5,8,539,,upřímnosti,,upřímnost,1,,
,Uránia,1,6,132,532,Uránie,198,Uránie,1,28,
,úrazovosť,1,8,549,1289,úrazovosti,239,úrazovost,9,123,
,určenosť,1,8,535,1047,určenosti,237,určenost,1,120,
683,určitosť,2,8,545,,určitosti,,určitost,2,122,
185,urgencia,2,6,125,,urgence,,urgence,5,26,
597,úrodnosť,2,8,534,1041,úrodnosti,237,úrodnost,5,120,
450,úroveň,35,7,358,812,úrovně,210,úroveň,253,104,
,úspešnosť,1,8,541,1152,úspěšnosti,238,úspěšnost,6,121,
,usporiadanosť,1,8,530,957,uspořádanosti,236,uspořádanost,2,119,
298,ústredňa,3,6,201,,ústředny,,ústředna,6,9,
,uvedomelosť,1,8,530,935,uvědomělosti,236,uvědomělost,4,119,
,uvoľnenosť,1,8,535,1064,uvolněnosti,237,uvolněnost,1,120,
,úžitkovosť,1,8,548,1285,užitkovosti,239,užitkovost,20,123,
531,úzkosť,16,8,530,,úzkosti,,úzkost,1,119,
,,,,,1026,vadnosti,237,vadnost,2,120,
293,vaňa,2,6,201,,vany,,vana,8,9,
,variácia,1,6,118,14,variace,187,variace,20,23,
,variantnosť,1,8,542,1166,variantnosti,238,variantnost,3,121,
448,vášeň,20,7,358,806,vášně,210,vášeň,8,104,
,väznica,1,6,109,291,věznice,191,věznice,3,25,
,väznica,1,6,109,289,vaznice,191,vaznice,1,25,
671,vážnosť,6,8,544,1212,vážnosti,239,vážnost,4,122,
576,vďačnosť,7,8,532,1006,vděčnosti,236,vděčnost,2,120,
354,vec,874,8,230,848,věci,224,věc,288,20,
331,večera,29,6,204,652,večeře,202,večeře,8,30,
583,večnosť,22,8,533,1007,věčnosti,236,věčnost,1,120,
516,vedeckosť,3,8,529,915,vědeckosti,235,vědeckost,1,119,
557,vedomosť,8,8,531,954,vědomosti,236,vědomost,15,119,
138,vegetácia,2,6,121,109,vegetace,188,vegetace,9,24,
524,veľkosť,33,8,530,921,velikosti,235,velikost,128,119,
357,veľmoc,3,8,232,,velmoci,,velmoc,8,20,
341,Venuša,5,6,208,,Venuše,,Venuše,5,30,
,,,,,316,vepřovice,192,vepřovice,1,26,
610,verejnosť,10,8,537,1068,veřejnosti,237,veřejnost,51,120,
642,vernosť,18,8,540,1135,věrnosti,238,věrnost,8,121,
,verzia,1,6,137,721,verze,204,verze,15,30,
465,ves,6,8,402,874,vsi,234,ves,8,113,
546,veselosť,9,8,530,,veselosti,,veselost,1,,
,,,,,273,vesnice,191,vesnice,66,25,
,vetva,12,5,218,686,větve,203,větev,27,124,
64,veverica,4,6,110,,veveřice,,veveřice,1,,
344,veža,51,6,222,758,věže,205,věž,63,163,
,vhodnosť,1,8,534,1036,vhodnosti,237,vhodnost,5,120,
,viazanosť,1,8,532,977,vázanosti,236,vázanost,10,119,
,vibrácia,1,6,120,84,vibrace,188,vibrace,2,23,
65,víchrica,5,6,110,300,vichřice,192,vichřice,4,25,
,vidlica,1,6,106,219,vidlice,190,vidlice,3,25,
417,Viedeň,19,7,356,790,Vídně,209,Vídeň,18,104,
,vierohodnosť,1,8,534,1035,věrohodnosti,237,věrohodnost,2,120,
316,višňa,3,6,202,,višně,,višně,1,34,
316,višňa,3,6,202,,višně,,višeň,1,,
262,vízia,2,6,137,,vize,,vize,1,,choosing the <z> spelling because it seems to be preferred by the czech reverse dictionary
492,vlasť,99,8,527,892,vlasti,235,vlast,45,119,
654,vlastnosť,55,8,542,1173,vlastnosti,238,vlastnost,302,121,
522,vlhkosť,2,8,530,920,vlhkosti,235,vlhkost,50,119,
471,vňať,6,7,443,835,natě,210,nať,1,123,
,vnútornosť,1,8,540,1144,vnitřnosti,238,vnitřnost,1,121,
,vodivosť,1,8,547,1254,vodivosti,239,vodivost,27,122,
,vokalizácia,1,6,122,157,vokalizace,189,vokalizace,1,24,
280,vôľa,142,6,191,645,vůle,201,vůle,25,29,
624,voľnosť,11,8,539,1094,volnosti,237,volnost,7,121,
313,vôňa,49,6,202,811,vůně,210,vůně,8,35,
721,vonkajšosť,2,8,548,,,,,0,,
50,vrátnica,2,6,109,,vrátnice,,vrátnice,1,25,
607,vrchnosť,13,8,536,,vrchnosti,,vrchnost,1,,
,všednosť,1,8,534,1031,všednosti,237,všednost,3,120,
,všemohúcnosť,1,8,532,994,všemohoucnosti,236,všemohoucnost,1,120,
571,všeobecnosť,3,8,532,,všeobecnosti,,všeobecnost,1,120,
,vtáčnica,1,6,107,233,ptáčnice,191,ptáčnice,4,25,
,vybavenosť,1,8,536,1055,vybavenosti,237,vybavenost,15,120,
301,vyhňa,13,6,201,,,,,0,,
,výhodnosť,1,8,534,1037,výhodnosti,237,výhodnost,3,120,
,výlučnosť,1,8,534,1023,výlučnosti,237,výlučnost,3,120,
606,vymoženosť,2,8,536,1062,vymoženosti,237,vymoženost,20,120,
,vynaliezavosť,1,8,547,1252,vynalézavosti,239,vynalézavost,1,122,
,výplň,1,7,358,802,výplně,210,výplň,6,104,
,vypočítavosť,1,8,547,1251,vypočítavosti,239,vypočítavost,2,122,
,výpomoc,1,8,232,854,výpomci,226,výpomoc,4,20,
378,výpoveď,18,7,240,864,výpovědi,227,výpověď,36,23,
,vypracovanosť,1,8,531,961,vypracovanosti,236,vypracovanost,1,119,
,,,,,1293,výpusti,239,výpusť,1,123,
582,výrečnosť,3,8,533,,výrečnosti,,výřečnost,1,,
,výš,1,7,411,678,výše,203,výše,95,30,
,,,,,422,výseče,196,výseč,1,20,
668,výslovnosť,3,8,543,1201,výslovnosti,238,výslovnost,6,122,
681,výsosť,3,8,544,,výsosti,,výsost,1,,
,vyspelosť,1,8,530,937,vyspělosti,236,vyspělost,9,119,
,výstroj,1,4,291,612,výstroje,199,výstroj,2,90,
,vytrvalosť,1,8,530,933,vytrvalosti,236,vytrvalost,8,119,
,výzbroj,1,7,291,611,výzbroje,199,výzbroj,5,90,
,vzácnosť,1,8,532,987,vzácnosti,236,vzácnost,5,120,
,vzájomnosť,1,8,539,1105,vzájemnosti,237,vzájemnost,1,121,
559,vzdelanosť,2,8,531,958,vzdělanosti,236,vzdělanost,7,119,
601,vzdialenosť,24,8,535,1051,vzdálenosti,237,vzdálenost,93,120,
,vzlínavosť,1,8,546,1249,vzlínavosti,239,vzlínavost,2,122,
,vzorkovnica,1,6,109,286,vzorkovnice,191,vzorkovnice,2,25,
,,,,,535,z-linie,198,z-linie,2,28,
,zábavnosť,1,8,542,1182,zábavnosti,238,zábavnost,1,122,
,,,,,777,zádě,208,záď,13,23,multiple G
,,,,,859,zádi,227,záď,13,23,multiple G
,zádrž,1,7,725,769,zádrže,205,zádrž,2,163,
,zainteresovanosť,1,8,532,972,zainteresovanosti,236,zainteresovanost,4,119,
,,,,,1247,zajímavosti,239,zajímavost,23,122,
297,základňa,16,6,201,,základny,,základna,77,9,
687,zákonitosť,20,8,545,1232,zákonitosti,239,zákonitost,65,122,
,zákonnosť,1,8,539,1122,zákonnosti,238,zákonnost,3,121,
,,,,,817,žákyně,210,žákyně,4,35,
691,záležitosť,10,8,545,1238,záležitosti,239,záležitost,86,122,
,záludnosť,1,8,534,1042,záludnosti,237,záludnost,1,120,
,žalúzia,1,6,137,599,žaluzie,199,žaluzie,1,29,
,zámernosť,1,8,540,1132,záměrnosti,238,záměrnost,1,121,
,zamestnanosť,1,8,531,959,zaměstnanosti,236,zaměstnanost,1,119,
,zanietenosť,1,8,536,1045,zanícenosti,237,zanícenost,1,120,
539,zaostalosť,7,8,530,,zaostalosti,,zaostalost,2,119,
49,zápisnica,9,6,109,,zápisnice,,zápisnice,1,,
,zášť,1,7,549,1294,zášti,239,zášť,1,123,
,zástupkyňa,1,6,203,821,zástupkyně,210,zástupkyně,2,35,
,záťaž,1,7,724,754,zátěže,205,zátěž,18,163,
702,zaujímavosť,7,8,546,,,,,0,,
,záušnica,1,6,109,276,záušnice,191,záušnice,4,25,
,závažnosť,1,8,544,1211,závažnosti,239,závažnost,2,122,
,záväznosť,1,8,543,1208,závaznosti,239,závaznost,2,122,
550,závislosť,6,8,531,944,závislosti,236,závislost,91,119,
505,závisť,7,8,528,,závisti,,závist,4,119,
,závitnica,1,6,109,278,závitnice,191,závitnice,4,25,
,,,,,243,závodnice,191,závodnice,1,25,
577,zázračnosť,2,8,532,,zázračnosti,,zázračnost,1,,
542,zbabelosť,2,8,530,,zbabělosti,,zbabělost,1,,
415,zbraň,57,7,356,785,zbraně,209,zbraň,28,104,
,zbrojnica,1,6,108,255,zbrojnice,191,zbrojnice,2,25,
,zdatnosť,1,8,541,1156,zdatnosti,238,zdatnost,1,121,
,,,,,866,zdi,227,zeď,50,23,
423,zeleň,15,7,357,793,zeleně,209,zeleň,7,104,
428,železiareň,3,7,357,,železárny,,železárna,19,11,
56,železnica,31,6,109,290,železnice,191,železnice,16,25,
410,zem,460,7,320,780,země,208,země,487,31,
410,zem,460,7,320,780,země,208,zem,32,100,
286,zemeguľa,5,6,191,643,zeměkoule,201,zeměkoule,6,29,
528,ženskosť,2,8,530,,ženskosti,,ženskost,1,,
508,žiadosť,38,8,528,910,žádosti,235,žádost,27,119,
,žiadúcnosť,1,8,532,992,žádoucnosti,236,žádoucnost,2,120,
,žiara,8,5,204,651,záře,202,záře,9,30,
,žiarivosť,1,8,548,1272,zářivosti,239,zářivost,1,122,
712,žiarlivosť,6,8,547,,žárlivosti,,žárlivost,2,122,
45,zimnica,2,6,108,,zimnice,,zimnice,1,,
617,živelnosť,5,8,537,,živelnosti,,živelnost,1,,
80,živica,3,6,110,314,živice,192,živice,3,26,
,životaschopnosť,1,8,540,1125,životaschopnosti,238,životaschopnost,1,121,
653,životnosť,3,8,542,1170,životnosti,238,životnost,14,121,
,žízeň,1,7,358,830,žízně,210,žízeň,5,104,
,,,,,1137,zkratuvzdornosti,238,zkratuvzdornost,1,121,
365,žlč,3,7,236,,žluče,,žluč,1,,
,zlomyseľnosť,1,8,538,1101,zlomyslnosti,237,zlomyslnost,2,121,
554,zlosť,40,8,531,952,zlosti,236,zlost,2,119,
694,zložitosť,4,8,545,1241,složitosti,239,složitost,30,122,
,zmeniteľnosť,1,8,538,1088,směnitelnosti,237,směnitelnost,1,121,
466,zmes,9,8,402,872,směsi,234,směs,71,113,
,,,,,885,změti,235,změť,2,123,
537,znalosť,19,8,530,929,znalosti,235,znalost,91,119,
555,známosť,10,8,531,953,známosti,236,známost,2,119,
,,,,,832,žně,210,žně,15,35,
592,zodpovednosť,25,8,534,1034,zodpovědnosti,237,zodpovědnost,9,120,
48,zornica,3,6,109,270,zornice,191,zornice,2,25,
578,zotrvačnosť,7,8,533,998,setrvačnosti,236,setrvačnost,3,120,
380,žrď,9,7,240,,,,,,,
,zrelosť,1,8,530,931,zralosti,235,zralost,7,119,
34,zrenica,2,6,108,,,,,0,,
,zrnitosť,1,8,545,1233,zrnitosti,239,zrnitost,6,122,
,zrozumiteľnosť,1,8,538,1087,srozumitelnosti,237,srozumitelnost,3,121,
588,zručnosť,2,8,534,1024,zručnosti,237,zručnost,13,120,
718,zúrivosť,2,8,548,1275,zuřivosti,239,zuřivost,1,122,
699,zvedavosť,8,8,546,,zvědavosti,,zvědavost,1,,
463,zver,11,8,396,656,zvěře,202,zvěř,14,112,
502,zvesť,11,8,528,,zvěsti,,zvěst,1,119,
658,zvláštnosť,13,8,542,1178,zvláštnosti,238,zvláštnost,32,122,
549,zvyklosť,4,8,531,943,zvyklosti,236,zvyklost,11,119,